Index,Name,Position,High Score,High Rebound,High Assist,High Steal,High Field Goals,High Free Throes,High Three Pointers,High Block,Total Games,Total Points,Hall Of Famer,Points,Asists,Rebound,Pie,Height,Weight,Country,Previous Team,Age,Birthdate,Draft,Experience,Total Awards
2367,Linas Kleiza,Forward,23 ,9 ,2 ,1 ,9 ,5 ,4 ,1 ,409,3561,FALSE,8.7,0.8,3.6,--,"6'8"" (2.03m)",234lb (106kg),Lithuania,Missouri,--,"January 3, 1985",2005 R1 Pick 27,8 Years,2
2368,Linas Kleiza,Forward,23 ,9 ,2 ,1 ,9 ,5 ,4 ,1 ,409,3561,FALSE,7.1,1.6,--,--,"6'2"" (1.88m)",170lb (77kg),USA,Notre Dame,--,"May 21, 1923",Undrafted,2 Years,0
2369,Herm Klotz,Guard,3 ,--,1 ,--,1 ,1 ,--,--,11,15,FALSE,1.4,0.6,--,--,"5'7"" (1.70m)",150lb (68kg),USA,Villanova,--,"October 21, 1921",Undrafted,1 Year,0
2370,Duane Klueh,Guard,5 ,--,1 ,--,1 ,3 ,--,--,113,924,FALSE,8.2,1.5,3,--,"6'3"" (1.91m)",175lb (79kg),USA,Indiana State,--,"January 6, 1926",1949,2 Years,0
2371,Billy Knight,Forward,25 ,2 ,4 ,1 ,10 ,5 ,--,--,671,10561,FALSE,15.7,2.1,4.5,--,"6'6"" (1.98m)",195lb (88kg),USA,Pittsburgh,--,"June 9, 1952",1974 R2 Pick 21,9 Years,1
2372,Bob Knight,Guard-Forward,--,--,--,--,--,--,--,--,2,7,FALSE,3.5,4,0.5,--,"6'2"" (1.88m)",185lb (84kg),USA,Weaver HS (CT),--,"April 14, 1905",Undrafted,1 Year,0
2373,Brandin Knight,--,--,--,--,--,--,--,--,--,1,0,FALSE,--,1,--,--,"6'0"" (1.83m)",180lb (82kg),USA,Pittsburgh,--,"December 16, 1981",Undrafted,1 Year,0
2374,Brandon Knight,--,--,--,--,--,--,--,--,--,451,6301,FALSE,14,3.9,3.1,--,"6'2"" (1.88m)",182lb (83kg),USA,Kentucky,--,"December 2, 1991",2011 R1 Pick 8,9 Years,1
2375,Brevin Knight,Guard,11 ,7 ,7 ,4 ,4 ,5 ,--,1 ,729,5342,FALSE,7.3,6.1,2.4,--,"5'10"" (1.78m)",166lb (75kg),USA,Stanford,--,"November 8, 1975",1997 R1 Pick 16,13 Years,1
2376,Nathan Knight,Forward-Center,2 ,3 ,--,--,1 ,--,--,2 ,108,401,FALSE,3.7,0.3,1.5,7.6,"6'8"" (2.03m)",253lb (115kg),USA,William & Mary,25 years,"September 20, 1997",Undrafted,2 Years,0
2377,Negele Knight,--,18 ,4 ,5 ,1 ,8 ,8 ,1 ,1 ,276,1699,FALSE,6.2,2.8,1.3,--,"6'1"" (1.85m)",175lb (79kg),USA,Dayton,--,"March 3, 1967",1990 R2 Pick 31,6 Years,0
2378,Ron Knight,Forward,--,--,--,--,--,--,--,--,101,472,FALSE,4.7,0.8,2.8,--,"6'7"" (2.01m)",215lb (98kg),USA,California State-Los Angeles,--,"August 4, 1947",1970 R5 Pick 76,2 Years,0
2379,Toby Knight,Forward,8 ,--,1 ,1 ,3 ,2 ,--,2 ,283,3640,FALSE,12.9,1.2,5.1,--,"6'9"" (2.06m)",210lb (95kg),USA,Notre Dame,--,"May 3, 1955",1977 R2 Pick 32,4 Years,0
2380,Travis Knight,Center,9 ,5 ,1 ,1 ,4 ,2 ,--,1 ,371,1276,FALSE,3.4,0.6,3.1,--,"7'0"" (2.13m)",235lb (107kg),USA,Connecticut,--,"September 13, 1974",1996 R1 Pick 29,8 Years,1
2381,Lee Knorek,Center,20 ,--,--,--,7 ,6 ,--,--,131,873,FALSE,6.7,1.6,--,--,"6'7"" (2.01m)",215lb (98kg),USA,Detroit,--,"July 15, 1921",Undrafted,4 Years,0
2382,Dick Knostman,Center,--,--,--,--,--,--,--,--,5,13,FALSE,2.6,1.2,3.4,--,"6'6"" (1.98m)",215lb (98kg),USA,Kansas State,--,"August 9, 1931",1953,1 Year,0
2383,Rod Knowles,Center,--,--,--,--,--,--,--,--,8,9,FALSE,1.1,--,1.1,--,"6'9"" (2.06m)",215lb (98kg),USA,Davidson,--,"February 27, 1946",1968 R6 Pick 77,1 Year,0
2384,Kevin Knox II,Forward,12 ,2 ,1 ,1 ,4 ,2 ,4 ,1 ,275,2053,FALSE,6.6,0.5,2.8,7.7,"6'7"" (2.01m)",215lb (98kg),USA,Kentucky,23 years,"August 11, 1999",2018 R1 Pick 9,4 Years,1
2385,Bart Kofoed,Forward,7 ,3 ,4 ,1 ,3 ,2 ,1 ,--,111,162,FALSE,1.5,1,0.5,--,"6'4"" (1.93m)",210lb (95kg),USA,Nebraska-Kearney,--,"March 24, 1964",1987 R5 Pick 107,5 Years,0
2386,Don Kojis,Forward,26 ,--,7 ,--,12 ,7 ,--,--,814,9948,FALSE,12.2,1.4,5.6,--,"6'3"" (1.91m)",202lb (92kg),USA,Marquette,--,"July 15, 1939",1961 R2 Pick 21,12 Years,0
2387,Christian Koloko,Center,--,--,--,--,--,--,--,--,58,182,FALSE,3.1,0.5,2.9,4.6,"7'0"" (2.13m)",230lb (104kg),Cameroon,Arizona,22 years,"June 20, 2000",2022 R2 Pick 33,Rookie,0
2388,Milo Komenich,Center,14 ,--,1 ,--,7 ,5 ,--,--,64,634,FALSE,9.9,1.9,--,--,"6'7"" (2.01m)",212lb (96kg),USA,Wyoming,--,"June 22, 1920",Undrafted,1 Year,0
2389,Milo Komenich,Center,14 ,--,1 ,--,7 ,5 ,--,--,64,634,FALSE,10.2,4,2.4,--,"6'1"" (1.85m)",185lb (84kg),USA,Bowling Green,--,"May 9, 1941",1964 R2 Pick 13,10 Years,1
2390,Jon Koncak,Center,19 ,13 ,4 ,3 ,5 ,11 ,--,4 ,784,3520,FALSE,4.5,1,4.9,--,"7'0"" (2.13m)",250lb (113kg),USA,Southern Methodist,--,"May 17, 1963",1985 R1 Pick 5,11 Years,1
2391,John Konchar,Guard,9 ,6 ,3 ,2 ,3 ,2 ,1 ,2 ,206,951,FALSE,5.1,1.4,4.3,7.9,"6'5"" (1.96m)",210lb (95kg),USA,Indiana-Purdue Fort Wayne,27 years,"March 22, 1996",Undrafted,3 Years,0
2392,Bud Koper,Guard,--,--,--,--,--,--,--,--,56,247,FALSE,4.4,0.8,1.1,--,"6'6"" (1.98m)",210lb (95kg),USA,Oklahoma City,--,"August 9, 1942",1964 R2 Pick 14,1 Year,0
2393,Joe Kopicki,Forward,6 ,6 ,1 ,1 ,3 ,3 ,--,1 ,118,432,FALSE,3.7,0.7,2.7,--,"6'9"" (2.06m)",240lb (109kg),USA,Detroit,--,"June 12, 1960",1982 R3 Pick 56,3 Years,0
2394,Furkan Korkmaz,Guard-Forward,14 ,6 ,3 ,2 ,4 ,4 ,3 ,2 ,293,2156,FALSE,3.8,0.6,1.1,7.3,"6'7"" (2.01m)",202lb (92kg),Turkey,Anadolu Efes,25 years,"July 24, 1997",2016 R1 Pick 26,5 Years,0
2395,Frank Kornet,Forward,--,1 ,--,--,--,--,--,--,89,171,FALSE,1.9,0.3,1.1,--,"6'9"" (2.06m)",225lb (102kg),USA,Vanderbilt,--,"January 27, 1967",1989 R2 Pick 30,2 Years,0
2396,Luke Kornet,Center-Forward,3 ,2 ,1 ,--,1 ,1 ,1 ,--,217,1068,FALSE,3.8,0.8,2.9,9.9,"7'2"" (2.18m)",250lb (113kg),USA,Vanderbilt,27 years,"July 15, 1995",Undrafted,5 Years,0
2397,Yaroslav Korolev,Forward,--,--,--,--,--,--,--,--,34,39,FALSE,1.1,0.4,0.5,--,"6'9"" (2.06m)",203lb (92kg),Russia,CSKA Moscow,--,"May 7, 1987",2005 R1 Pick 12,3 Years,0
2398,Kyle Korver,Guard-Forward,23 ,11 ,6 ,6 ,9 ,6 ,6 ,3 ,1232,11953,FALSE,9.7,1.7,3,--,"6'7"" (2.01m)",212lb (96kg),USA,Creighton,--,"March 17, 1981",2003 R2 Pick 51,18 Years,2
2399,Len Kosmalski,Center,3 ,--,4 ,1 ,1 ,1 ,--,--,76,110,FALSE,1.4,0.7,1.9,--,"6'11"" (2.11m)",245lb (111kg),USA,Tennessee,--,"November 29, 1951",1974 R2 Pick 24,2 Years,0
2400,Andy Kostecka,Forward,--,--,--,--,--,--,--,--,21,135,FALSE,6.4,0.7,--,--,"6'3"" (1.91m)",203lb (92kg),USA,Georgetown,--,"February 10, 1921",1948,1 Year,0
2401,Harold Kottman,Center,--,--,--,--,--,--,--,--,53,165,FALSE,3.1,0.3,--,--,"6'8"" (2.03m)",220lb (100kg),USA,Culver-Stockton,--,"August 22, 1922",Undrafted,1 Year,0
2402,Kosta Koufos,Center,8 ,8 ,2 ,1 ,4 ,2 ,1 ,3 ,686,3913,FALSE,5.7,0.5,5,--,"7'0"" (2.13m)",245lb (111kg),USA,Ohio State,--,"February 24, 1989",2008 R1 Pick 23,12 Years,0
2403,Tom Kozelko,Forward,19 ,2 ,1 ,--,8 ,3 ,--,1 ,189,407,FALSE,2.2,0.5,1.8,--,"6'8"" (2.03m)",220lb (100kg),USA,Toledo,--,"July 1, 1951",1973 R3 Pick 48,3 Years,0
2404,Arvid Kramer,Center,--,--,--,--,--,--,--,--,8,16,FALSE,2,0.4,1.5,--,"6'9"" (2.06m)",220lb (100kg),USA,Augustana (SD),--,"October 2, 1956",1979 R3 Pick 45,1 Year,0
2405,Barry Kramer,Forward,--,--,--,--,--,--,--,--,52,186,FALSE,3.6,0.8,1.9,--,"6'4"" (1.93m)",200lb (91kg),USA,New York University,--,"November 10, 1942",1964 R1 Pick 6,1 Year,0
2406,Joel Kramer,Forward,19 ,8 ,5 ,3 ,8 ,5 ,--,1 ,328,1257,FALSE,3.8,1,2.8,--,"6'7"" (2.01m)",203lb (92kg),USA,San Diego State,--,"November 30, 1955",1978 R3 Pick 63,5 Years,0
2407,Dan Kraus,Guard,--,--,--,--,--,--,--,--,13,21,FALSE,1.6,0.5,--,--,"6'0"" (1.83m)",195lb (88kg),USA,Georgetown,--,"February 13, 1923",1948,1 Year,0
2408,Herb Krautblatt,Guard,--,--,--,--,--,--,--,--,10,13,FALSE,1.3,0.4,--,--,"6'1"" (1.85m)",190lb (86kg),USA,Rider,--,"November 19, 1926",1948,1 Year,0
2409,Viacheslav Kravtsov,--,--,--,--,--,--,--,--,--,45,97,FALSE,2.2,0.2,1.4,--,"6'11"" (2.11m)",254lb (115kg),Ukraine,Donetsk,--,"August 25, 1987",Undrafted,2 Years,0
2410,Jim Krebs,Center,17 ,--,4 ,--,8 ,7 ,--,--,515,4128,FALSE,8,0.8,6.2,--,"6'8"" (2.03m)",230lb (104kg),USA,Southern Methodist,--,"September 8, 1935",1957 R1 Pick 3,7 Years,0
2411,Vit Krejci,Guard,--,--,--,--,--,--,--,--,59,223,FALSE,1.2,0.6,0.9,5.3,"6'8"" (2.03m)",195lb (88kg),Czech Republic,Zaragoza,22 years,"June 19, 2000",2020 R2 Pick 37,1 Year,0
2412,Wayne Kreklow,Guard,--,--,--,--,--,--,--,--,25,30,FALSE,1.2,0.4,0.5,--,"6'4"" (1.93m)",175lb (79kg),USA,Drake,--,"January 4, 1957",1979 R3 Pick 53,1 Year,0
2413,Tom Kron,Guard,--,--,--,--,--,--,--,--,184,1193,FALSE,6.5,2.8,3.3,--,"6'5"" (1.96m)",200lb (91kg),USA,Kentucky,--,"February 28, 1943",1966 R3 Pick 24,3 Years,0
2414,Tom Kropp,Guard,2 ,--,--,--,1 ,--,--,--,78,193,FALSE,2.5,0.6,0.8,--,"6'3"" (1.91m)",205lb (93kg),USA,Nebraska-Kearney,--,"February 12, 1953",1975 R3 Pick 48,2 Years,0
2415,Nenad Krstic,Center,27 ,14 ,3 ,2 ,10 ,11 ,--,2 ,419,4210,FALSE,10,0.8,5.4,--,"7'0"" (2.13m)",240lb (109kg),Serbia,Partizan,--,"July 25, 1983",2002 R1 Pick 24,8 Years,2
2416,Larry Krystkowiak,--,22 ,13 ,5 ,2 ,8 ,14 ,--,2 ,420,3425,FALSE,8.2,1.2,4.9,--,"6'9"" (2.06m)",220lb (100kg),USA,Montana,--,"September 23, 1964",1986 R2 Pick 28,9 Years,0
2417,Steve Kuberski,Forward,22 ,5 ,3 ,--,9 ,9 ,--,1 ,568,3114,FALSE,5.5,0.6,3.8,--,"6'8"" (2.03m)",215lb (98kg),USA,Bradley,--,"November 6, 1947",1969 R4 Pick 52,9 Years,0
2418,Leo Kubiak,Guard,--,--,--,--,--,--,--,--,62,710,FALSE,11.5,3.2,--,--,"5'11"" (1.80m)",160lb (73kg),USA,Bowling Green,--,"December 25, 1926",1948,1 Year,0
2419,Bruce Kuczenski,Forward,--,--,--,--,--,--,--,--,15,28,FALSE,1.9,0.5,1.5,--,"6'10"" (2.08m)",230lb (104kg),USA,Connecticut,--,"February 3, 1961",1983 R3 Pick 59,1 Year,0
2420,Frank Kudelka,Guard,4 ,--,2 ,--,2 ,1 ,--,--,228,1642,FALSE,7.2,2.1,3.2,--,"6'2"" (1.88m)",193lb (88kg),USA,St. Mary's (CA),--,"June 25, 1925",Undrafted,4 Years,0
2421,John Kuester,Guard,--,--,--,--,--,--,--,--,135,451,FALSE,3.3,2.3,1,--,"6'2"" (1.88m)",180lb (82kg),USA,North Carolina,--,"February 6, 1955",1977 R3 Pick 53,3 Years,0
2422,Ray Kuka,Forward,6 ,--,--,--,2 ,2 ,--,--,52,253,FALSE,4.9,0.7,--,--,"6'3"" (1.91m)",200lb (91kg),USA,Notre Dame,--,"February 17, 1922",Undrafted,2 Years,0
2423,Toni Kukoc,Forward,30 ,11 ,11 ,6 ,11 ,7 ,4 ,3 ,846,9810,FALSE,11.6,3.7,4.2,--,"6'11"" (2.11m)",235lb (107kg),Croatia,Benetton Treviso,--,"September 18, 1968",1990 R2 Pick 29,13 Years,5
2424,Arnoldas Kulboka,Forward,--,--,--,--,--,--,--,--,2,0,FALSE,--,--,--,--,"6'10"" (2.08m)",209lb (95kg),Lithuania,Bilbao,--,"January 4, 1998",2018 R2 Pick 55,2 Years,0
2425,Jonathan Kuminga,Forward,18 ,8 ,2 ,1 ,8 ,6 ,2 ,1 ,137,1318,FALSE,9.9,1.9,3.4,8.5,"6'7"" (2.01m)",225lb (102kg),DRC,NBA G League Ignite,20 years,"October 6, 2002",2021 R1 Pick 7,1 Year,0
2426,Kevin Kunnert,Center,21 ,8 ,5 ,1 ,10 ,4 ,--,6 ,555,4602,FALSE,8.3,1.4,7.3,--,"7'0"" (2.13m)",230lb (104kg),USA,Iowa,--,"November 11, 1951",1973 R1 Pick 12,9 Years,0
2427,Mitch Kupchak,Forward,32 ,10 ,6 ,1 ,14 ,8 ,--,3 ,510,5202,FALSE,10.2,0.7,5.4,--,"6'9"" (2.06m)",230lb (104kg),USA,North Carolina,--,"May 24, 1954",1976 R1 Pick 13,9 Years,2
2428,Charles Kupec,Center,5 ,5 ,3 ,1 ,2 ,2 ,--,--,147,606,FALSE,4.1,0.7,2.1,--,"6'6"" (1.98m)",220lb (100kg),USA,Michigan,--,"January 16, 1953",1975 R4 Pick 56,3 Years,0
2429,Rodions Kurucs,--,14 ,7 ,2 ,1 ,4 ,4 ,2 ,1 ,131,780,FALSE,6,0.9,3.1,--,"6'9"" (2.06m)",228lb (103kg),Latvia,FC Barcelona,--,"February 5, 1998",2018 R2 Pick 40,3 Years,0
2430,Rob Kurz,Forward,--,--,--,--,--,--,--,--,40,157,FALSE,3.9,0.5,2,--,"6'9"" (2.06m)",232lb (105kg),USA,Notre Dame,--,"March 5, 1985",Undrafted,2 Years,0
2431,Ibrahim Kutluay,--,--,--,--,--,--,--,--,--,5,0,FALSE,--,--,0.2,--,"6'6"" (1.98m)",200lb (91kg),Turkey,Ulkerspor,--,"January 7, 1974",Undrafted,1 Year,0
2432,Kyle Kuzma,Forward,19 ,10 ,3 ,1 ,7 ,4 ,5 ,1 ,406,6693,FALSE,21.2,3.7,7.2,10.9,"6'9"" (2.06m)",221lb (100kg),USA,Utah,27 years,"July 24, 1995",2017 R1 Pick 27,5 Years,2
2433,Ognjen Kuzmic,Center,--,4 ,--,--,--,--,--,--,37,35,FALSE,0.9,0.2,1,--,"7'0"" (2.13m)",260lb (118kg),Serbia,Malaga,--,"May 16, 1990",2012 R2 Pick 52,2 Years,0
2434,Mindaugas Kuzminskas,--,--,--,--,--,--,--,--,--,69,425,FALSE,6.2,1,1.8,--,"6'9"" (2.06m)",215lb (98kg),Lithuania,Malaga,--,"October 19, 1989",Undrafted,2 Years,0
2435,Fred LaCour,Guard,8 ,--,3 ,--,3 ,3 ,--,--,144,940,FALSE,6.5,1.9,3.3,--,"6'5"" (1.96m)",210lb (95kg),USA,San Francisco,--,"February 7, 1938",1960 R3 Pick 22,3 Years,0
2436,Raef LaFrentz,Center-Forward,24 ,13 ,3 ,3 ,10 ,4 ,5 ,6 ,563,5690,FALSE,10.1,1.1,6.1,--,"6'11"" (2.11m)",240lb (109kg),USA,Kansas,--,"May 29, 1976",1998 R1 Pick 3,11 Years,0
2437,Tom LaGarde,Center,7 ,8 ,4 ,1 ,3 ,4 ,--,1 ,312,2376,FALSE,7.6,1.5,5.1,--,"6'10"" (2.08m)",220lb (100kg),USA,North Carolina,--,"February 10, 1955",1977 R1 Pick 9,6 Years,1
2438,Jake LaRavia,Forward,--,--,--,--,--,--,--,--,35,105,FALSE,3,0.6,1.8,4,"6'7"" (2.01m)",235lb (107kg),USA,Wake Forest,21 years,"November 3, 2001",2022 R1 Pick 19,Rookie,0
2439,Rusty LaRue,--,7 ,2 ,3 ,1 ,2 ,3 ,1 ,--,98,486,FALSE,5,1.6,1.3,--,"6'3"" (1.91m)",185lb (84kg),USA,Wake Forest,--,"December 10, 1973",Undrafted,5 Years,0
2440,Rudy LaRusso,Forward,32 ,--,7 ,--,13 ,13 ,--,--,736,11507,FALSE,15.6,2.1,9.4,--,"6'8"" (2.03m)",220lb (100kg),USA,Dartmouth,--,"November 11, 1937",1959 R2 Pick 10,10 Years,1
2441,Zach LaVine,Guard,24 ,10 ,13 ,1 ,8 ,6 ,3 ,1 ,555,11379,FALSE,24.8,4.2,4.5,12.6,"6'5"" (1.96m)",200lb (91kg),USA,UCLA,28 years,"March 10, 1995",2014 R1 Pick 13,8 Years,1
2442,Skal Labissiere,Forward-Center,2 ,--,--,--,1 ,--,--,--,148,1069,FALSE,7.2,1,4.5,--,"6'10"" (2.08m)",235lb (107kg),Haiti,Kentucky,--,"March 18, 1996",2016 R1 Pick 28,5 Years,0
2443,Sam Lacey,Center,18 ,20 ,10 ,6 ,7 ,10 ,1 ,5 ,1002,10303,FALSE,10.3,3.7,9.7,--,"6'10"" (2.08m)",235lb (107kg),USA,New Mexico State,--,"March 28, 1948",1970 R1 Pick 5,13 Years,0
2444,Christian Laettner,Forward-Center,26 ,12 ,6 ,5 ,11 ,10 ,1 ,3 ,868,11121,FALSE,12.8,2.6,6.7,--,"6'11"" (2.11m)",245lb (111kg),USA,Duke,--,"August 17, 1969",1992 R1 Pick 3,14 Years,2
2445,Oliver Lafayette,Guard,--,--,--,--,--,--,--,--,1,7,FALSE,7,2,4,--,"6'2"" (1.88m)",190lb (86kg),USA,Houston,--,"May 6, 1984",Undrafted,2 Years,0
2446,Bill Laimbeer,Center,31 ,19 ,6 ,3 ,10 ,13 ,6 ,4 ,1068,13790,FALSE,12.9,2,9.7,--,"6'11"" (2.11m)",245lb (111kg),USA,Notre Dame,--,"January 1, 1900",1979 R3 Pick 65,14 Years,0
2447,Pete Lalich,Forward,--,--,--,--,--,--,--,--,1,0,FALSE,--,--,--,--,"6'2"" (1.88m)",190lb (86kg),USA,Ohio,--,"June 23, 1920",Undrafted,1 Year,0
2448,Bo Lamar,Guard,10 ,2 ,6 ,1 ,4 ,4 ,--,--,71,502,FALSE,7.1,2.5,1.3,--,"6'1"" (1.85m)",180lb (82kg),USA,Louisiana-Lafayette,--,"April 7, 1951",1973 R3 Pick 44,1 Year,0
2449,Anthony Lamb,Forward,--,2 ,--,1 ,--,--,--,1 ,88,548,FALSE,6.7,1.5,3.5,7.3,"6'6"" (1.98m)",227lb (103kg),USA,Vermont,25 years,"January 20, 1998",Undrafted,2 Years,0
2450,Doron Lamb,Guard,--,--,--,--,--,--,--,--,100,345,FALSE,3.5,0.8,1,--,"6'4"" (1.93m)",200lb (91kg),USA,Kentucky,--,"November 6, 1991",2012 R2 Pick 42,2 Years,0
2451,Jeremy Lamb,Guard-Forward,13 ,6 ,2 ,3 ,6 ,2 ,1 ,1 ,573,5805,FALSE,10.1,1.6,3.6,--,"6'5"" (1.96m)",180lb (82kg),USA,Connecticut,--,"May 30, 1992",2012 R1 Pick 12,11 Years,0
2452,John Lambert,Center,16 ,3 ,2 ,1 ,7 ,2 ,--,2 ,446,1688,FALSE,3.8,0.6,3.3,--,"6'10"" (2.08m)",225lb (102kg),USA,Southern California,--,"January 14, 1953",1975 R1 Pick 15,7 Years,0
2453,Jeff Lamp,Guard,7 ,2 ,3 ,1 ,3 ,1 ,1 ,--,291,1495,FALSE,5.1,0.9,1.5,--,"6'6"" (1.98m)",195lb (88kg),USA,Virginia,--,"March 9, 1959",1981 R1 Pick 15,6 Years,0
2454,Maciej Lampe,Forward,--,--,--,--,--,--,--,--,64,215,FALSE,3.4,0.3,2.2,--,"6'11"" (2.11m)",275lb (125kg),Poland,Real Madrid,--,"February 5, 1985",2003 R2 Pick 30,3 Years,0
2455,Jim Lampley,Forward,--,--,--,--,--,--,--,--,1,3,FALSE,3,--,5,--,"6'10"" (2.08m)",230lb (104kg),USA,Arkansas-Little Rock,--,"July 2, 1960",1983 R5 Pick 102,1 Year,0
2456,Sean Lampley,--,--,--,--,--,--,--,--,--,45,203,FALSE,4.5,0.7,2.1,--,"6'6"" (1.98m)",213lb (97kg),USA,California,--,"September 3, 1979",2001 R2 Pick 44,2 Years,0
2457,Jock Landale,Center,7 ,2 ,1 ,--,2 ,3 ,--,1 ,123,721,FALSE,6.6,1,4.1,10.6,"6'11"" (2.11m)",255lb (116kg),Australia,St. Mary's,27 years,"October 25, 1995",Undrafted,1 Year,0
2458,Carl Landry,Forward,23 ,11 ,4 ,3 ,8 ,11 ,--,2 ,513,5541,FALSE,10.8,0.7,4.9,--,"6'9"" (2.06m)",248lb (112kg),USA,Purdue,--,"September 19, 1983",2007 R2 Pick 31,10 Years,1
2459,Marcus Landry,--,--,--,--,--,--,--,--,--,18,44,FALSE,2.4,--,1.1,--,"6'7"" (2.01m)",230lb (104kg),USA,Wisconsin,--,"November 1, 1985",Undrafted,2 Years,0
2460,Mark Landsberger,Forward,10 ,10 ,2 ,2 ,5 ,4 ,--,2 ,437,2468,FALSE,5.6,0.5,6.1,--,"6'8"" (2.03m)",215lb (98kg),USA,Arizona State,--,"May 21, 1955",1977 R2 Pick 35,7 Years,0
2461,Jerome Lane,Forward,4 ,3 ,2 ,--,2 ,2 ,--,--,218,1154,FALSE,5.3,1.5,5.8,--,"6'6"" (1.98m)",230lb (104kg),USA,Pittsburgh,--,"December 4, 1966",1988 R1 Pick 23,5 Years,0
2462,Andrew Lang,Center,20 ,10 ,2 ,2 ,7 ,8 ,--,5 ,737,4431,FALSE,6,0.6,4.8,--,"6'11"" (2.11m)",275lb (125kg),USA,Arkansas,--,"June 28, 1966",1988 R2 Pick 28,12 Years,0
2463,Antonio Lang,--,--,--,--,--,--,--,--,--,143,329,FALSE,2.3,0.3,1.5,--,"6'8"" (2.03m)",205lb (93kg),USA,Duke,--,"May 15, 1972",1994 R2 Pick 29,6 Years,0
2464,James Lang,--,--,--,--,--,--,--,--,--,11,11,FALSE,1,0.2,1,--,"6'10"" (2.08m)",305lb (138kg),USA,Central Park Christian HS (AL),--,"October 17, 1983",2003 R2 Pick 48,1 Year,0
2465,Trajan Langdon,--,--,--,--,--,--,--,--,--,119,647,FALSE,5.4,1.3,1.3,--,--,--,USA,Duke,--,"May 13, 1976",1999 R1 Pick 11,4 Years,0
2466,Keith Langford,--,--,--,--,--,--,--,--,--,2,2,FALSE,1,--,1,--,"6'4"" (1.93m)",215lb (98kg),USA,Kansas,--,"September 15, 1983",Undrafted,1 Year,0
2467,Romeo Langford,Guard-Forward,17 ,6 ,2 ,2 ,7 ,4 ,3 ,2 ,141,650,FALSE,6.9,1.2,2.7,5.9,"6'5"" (1.96m)",216lb (98kg),USA,Indiana,23 years,"October 25, 1999",2019 R1 Pick 14,3 Years,0
2468,Dan Langhi,--,--,--,--,--,--,--,--,--,133,393,FALSE,3,0.3,1.5,--,"6'11"" (2.11m)",220lb (100kg),USA,Vanderbilt,--,"November 28, 1977",2000 R2 Pick 31,4 Years,0
2469,Bob Lanier,Center,38 ,18 ,9 ,3 ,16 ,11 ,--,7 ,959,19248,TRUE,20.1,3.1,10.1,--,"6'11"" (2.11m)",250lb (113kg),USA,St. Bonaventure,--,"September 10, 1948",1970 R1 Pick 1,14 Years,4
2470,Stu Lantz,Guard,25 ,--,5 ,--,10 ,11 ,--,--,547,6782,FALSE,12.4,2.9,3.3,--,"6'3"" (1.91m)",175lb (79kg),USA,Nebraska,--,"July 13, 1946",1968 R3 Pick 23,8 Years,0
2471,Nicolas Laprovittola,--,--,--,--,--,--,--,--,--,18,59,FALSE,3.3,1.6,0.6,--,"6'4"" (1.93m)",180lb (82kg),Argentina,Estudiantes,--,"January 31, 1990",Undrafted,1 Year,0
2472,York Larese,Guard,8 ,--,2 ,--,3 ,2 ,--,--,59,302,FALSE,5.1,1.6,1.3,--,"6'4"" (1.93m)",183lb (83kg),USA,North Carolina,--,"July 18, 1938",1961 R2 Pick 20,1 Year,0
2473,Shane Larkin,Guard,11 ,3 ,4 ,2 ,5 ,3 ,1 ,--,256,1399,FALSE,5.5,2.9,1.9,--,"5'11"" (1.80m)",175lb (79kg),USA,Miami,--,"October 2, 1992",2013 R1 Pick 18,4 Years,0
2474,John Laskowski,Guard,--,--,--,--,--,--,--,--,118,832,FALSE,7.1,0.8,2.4,--,"6'6"" (1.98m)",185lb (84kg),USA,Indiana,--,"June 7, 1953",1975 R2 Pick 32,2 Years,0
2475,Stephane Lasme,Forward,--,--,--,--,--,--,--,--,16,83,FALSE,5.2,0.2,3.3,--,"6'8"" (2.03m)",215lb (98kg),Gabon,Massachusetts,--,"December 17, 1982",2007 R2 Pick 46,2 Years,0
2476,Dave Lattin,Forward,3 ,--,1 ,--,1 ,2 ,--,--,112,506,FALSE,4.5,0.6,3.8,--,"6'6"" (1.98m)",225lb (102kg),USA,Texas-El Paso,--,"December 23, 1943",1967 R1 Pick 10,2 Years,0
2477,Priest Lauderdale,Center,--,2 ,--,--,--,--,--,--,74,255,FALSE,3.4,0.4,1.9,--,"7'4"" (2.24m)",325lb (147kg),USA,Peristeri,--,"August 31, 1973",1996 R1 Pick 28,2 Years,0
2478,Rich Laurel,Guard,--,--,--,--,--,--,--,--,10,24,FALSE,2.4,0.3,1,--,"6'6"" (1.98m)",190lb (86kg),USA,Hofstra,--,"July 11, 1954",1977 R1 Pick 19,1 Year,0
2479,Walt Lautenbach,Forward,--,--,--,--,--,--,--,--,55,238,FALSE,4.3,1.3,--,--,"6'2"" (1.88m)",185lb (84kg),USA,Wisconsin,--,"November 17, 1922",Undrafted,1 Year,0
2480,Joffrey Lauvergne,Center,8 ,5 ,2 ,--,3 ,6 ,--,--,208,1159,FALSE,5.6,0.9,3.8,--,"6'11"" (2.11m)",260lb (118kg),France,Khimki,--,"September 30, 1991",2013 R2 Pick 55,5 Years,0
2481,Tony Lavelli,Forward,3 ,--,1 ,--,1 ,1 ,--,--,86,591,FALSE,6.9,0.7,2,--,"6'3"" (1.91m)",185lb (84kg),USA,Yale,--,"July 11, 1926",1949 R1 Pick 4,2 Years,0
